"Feature"	"Measured Variable"	"Test Variable"	"coef"	"stderr"	"N"	"N.not.0"	"pval"	"qval"	"Subset"	"Model Name"	"Reference Variable"
"g__Bacteroides"	"mode_of_delivery"	"Vaginal"	0.220052166802701	0.0245205616399514	808	800	2.06371462030512e-18	4.95291508873229e-17	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"f__Ruminococcaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.0134754221715729	0.00154158564132189	808	237	1.37885132624208e-17	3.07286866991093e-16	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__.Eubacterium."	"visit_age_mo"	"visit_age_mo"	0.0151341783545689	0.00175738671975541	808	425	3.89691225687072e-17	8.10557749429109e-16	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Dorea"	"visit_age_mo"	"visit_age_mo"	0.0205632700744345	0.00239647825384121	808	330	4.99304167411491e-17	9.73643126452407e-16	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"f__Lachnospiraceae_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0117798673894839	0.00137848492146778	808	149	6.59727830060881e-17	1.21079460575879e-15	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Oscillospira"	"lastDiet"	"Formula"	0.0344792275048688	0.00413295570604762	808	361	3.24547574374924e-16	5.62549128916535e-15	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"o__Clostridiales_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00669154125886797	0.000909601137459018	808	157	4.74833019802122e-13	7.62616763142604e-12	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"f__Enterobacteriaceae_unknwn"	"visit_age_mo"	"visit_age_mo"	-0.0676496078411261	0.00920101023957301	808	768	4.88856899450387e-13	7.62616763142604e-12	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__.Eubacterium."	"lastDiet"	"Formula"	0.030791554601797	0.00443733537907289	808	425	8.2421089667812e-12	1.22454190363606e-10	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Streptococcus"	"visit_age_mo"	"visit_age_mo"	-0.034402605255643	0.00535554984618598	808	804	2.30016631447517e-10	3.26205404598297e-09	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__SMB53"	"lastDiet"	"Formula"	0.0149082060654024	0.00233674347194561	808	112	3.02178714084234e-10	4.09911994757743e-09	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Enterococcaceae_unknwn"	"visit_age_mo"	"visit_age_mo"	-0.0171702356742724	0.00275810837574253	808	578	7.80915241862064e-10	1.01518981442068e-08	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"f__Erysipelotrichaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.0239678111714676	0.00387830618070243	808	589	1.02820482933218e-09	1.28319962700656e-08	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__.Ruminococcus."	"lastDiet"	"Formula"	0.0711143601883557	0.0121012162277101	808	654	6.18013461877435e-09	7.41616154252922e-08	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Megasphaera"	"visit_age_mo"	"visit_age_mo"	0.00785332608306174	0.00133817723537837	808	182	6.47096223711448e-09	7.47755636288785e-08	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Veillonella"	"mode_of_delivery"	"Vaginal"	-0.0676650949992067	0.011563740126126	808	775	7.14549439717816e-09	7.96212232828424e-08	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Ruminococcus"	"lastDiet"	"Formula"	0.0191219746321901	0.00327149432783968	808	306	7.41642193202799e-09	7.97904704411287e-08	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Lachnospiraceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.0225109335298054	0.00389038669773024	808	492	1.03847508731359e-08	1.08001409080614e-07	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Blautia"	"lastDiet"	"Formula"	0.0527256094273522	0.00932414448044294	808	564	2.18395403126723e-08	2.1980440572754e-07	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Lachnospiraceae_unclsfd"	"lastDiet"	"Formula"	0.0554578567787911	0.0098230801098324	808	492	2.29755728096994e-08	2.24011834894569e-07	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Parabacteroides"	"mode_of_delivery"	"Vaginal"	0.0681783592017028	0.012300768420948	808	576	4.06746388799074e-08	3.84560222137306e-07	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Rothia"	"visit_age_mo"	"visit_age_mo"	-0.00348238929123835	0.000632094674037844	808	425	4.88299842453079e-08	4.48086914251061e-07	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"f__Peptostreptococcaceae_unclsfd"	"lastDiet"	"Formula"	0.01806409222054	0.00340916560710883	808	100	1.51558946553251e-07	1.35103975213183e-06	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Akkermansia"	"lastDiet"	"Formula"	0.0457579442735161	0.00877809475604413	808	304	2.37966987955142e-07	2.0623805622779e-06	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Bifidobacterium"	"lastDiet"	"Formula"	-0.14714294308322	0.0292753251761808	808	802	6.1978331437971e-07	5.22628092125593e-06	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Dorea"	"lastDiet"	"Formula"	0.030153243924567	0.0060510174689544	808	330	7.69481957404738e-07	6.3178518607968e-06	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Prevotella"	"visit_age_mo"	"visit_age_mo"	0.00796623774942387	0.00164785037872082	808	280	1.60676901692583e-06	1.28541521354066e-05	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"f__Enterobacteriaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.092319873585768	0.0192417712330632	808	768	1.91835850934493e-06	1.49631963728904e-05	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Lactobacillus"	"probiotics_firstyr"	"Pro +"	0.0426921453684468	0.0093030348518352	808	494	5.18034726218925e-06	3.94211791659279e-05	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"f__Ruminococcaceae_unclsfd"	"lastDiet"	"Formula"	0.0177664580129897	0.00389244577144662	808	237	5.81173740478038e-06	4.31729064355114e-05	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"o__Clostridiales_unknwn"	"lastDiet"	"Partially BF"	0.0518422732192116	0.011400180736095	808	648	6.28379452830136e-06	4.55940440193029e-05	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Akkermansia"	"visit_age_mo"	"visit_age_mo"	0.0155287398056677	0.0034765249482336	808	304	9.10488508575872e-06	6.45619124262891e-05	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Haemophilus"	"lastDiet"	"Formula"	-0.0630312751156136	0.0142292989929524	808	672	1.07731926608466e-05	7.469413578187e-05	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Corynebacterium"	"visit_age_mo"	"visit_age_mo"	-0.00368815735151323	0.000854218116945334	808	290	1.77888332294523e-05	0.00012065469494759	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__SMB53"	"visit_age_mo"	"visit_age_mo"	0.0039561505243685	0.000925456742449417	808	112	2.147714113553e-05	0.000142571660303944	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Bacteroides"	"visit_age_mo"	"visit_age_mo"	0.0488116088169003	0.0117252167691091	808	800	3.48824417395369e-05	0.000221987685048569	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Parabacteroides"	"probiotics_firstyr"	"Pro +"	-0.0615642906733638	0.0147936737528512	808	576	3.50971522088966e-05	0.000221987685048569	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Coprobacillus"	"lastDiet"	"Formula"	0.0111315524428261	0.00267690178142009	808	104	3.55749495270143e-05	0.000221987685048569	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Bifidobacterium"	"visit_age_mo"	"visit_age_mo"	0.0481501481444984	0.0115943608688624	808	802	3.64188449497041e-05	0.000222797639692307	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Campylobacter"	"visit_age_mo"	"visit_age_mo"	0.00303780551003608	0.000732750181173571	808	146	3.75465824830888e-05	0.000225279494898533	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Veillonella"	"visit_age_mo"	"visit_age_mo"	0.0225536480455627	0.00552953727697495	808	775	4.9885985156226e-05	0.00029366844091967	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Phascolarctobacterium"	"lastDiet"	"Partially BF"	0.00746588804136366	0.0018514735981736	808	100	6.05819306048794e-05	0.000350028932383748	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Clostridium"	"mode_of_delivery"	"Vaginal"	-0.0616476843597721	0.0155562389606796	808	702	8.07773411917331e-05	0.00045822782639674	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Staphylococcus"	"lastDiet"	"Formula"	-0.0280636203285557	0.00715282643788713	808	534	9.49259112994337e-05	0.000528872934382559	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Clostridium"	"visit_age_mo"	"visit_age_mo"	-0.0290156579059183	0.00743866623466097	808	702	0.000104128708327231	0.000569967666633263	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"f__Clostridiaceae_unclsfd"	"mode_of_delivery"	"Vaginal"	-0.0434376522839893	0.0113439214270224	808	623	0.000138803513661126	0.000746667176935713	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"f__Enterococcaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0217135614818036	0.00576794167381517	808	578	0.000179281283331449	0.000948063735583257	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"f__Rikenellaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00901332280897185	0.0024979307593767	808	222	0.000327666007640134	0.00170386323972869	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Anaerococcus"	"lastDiet"	"Partially BF"	0.0184827765165816	0.0051856886402796	808	193	0.000386983719029466	0.00197932656290481	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Enterobacteriaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.0906241948645776	0.0257451335253978	808	785	0.000456262671882305	0.00229603151011741	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Ruminococcus"	"probiotics_firstyr"	"Pro +"	0.0112232088298723	0.00325870153277955	808	306	0.000603329748444458	0.00298791875420112	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Fusobacterium"	"visit_age_mo"	"visit_age_mo"	0.00213856603805952	0.000622415186517713	808	141	0.000621513151053352	0.00302987661138509	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Coprococcus"	"lastDiet"	"Formula"	0.0179703853590026	0.00527031669742094	808	324	0.000683372665996701	0.00328018879678416	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Lachnospiraceae_unknwn"	"lastDiet"	"Formula"	0.0117456246988254	0.00348062258738295	808	149	0.000775494216079441	0.00366597265783008	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Collinsella"	"lastDiet"	"Formula"	0.0131036816982493	0.00391047363087222	808	155	0.000843840221578011	0.00392952461391551	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"o__Clostridiales_unknwn"	"case_id"	"AP Case"	-0.0345911730499608	0.0104741442517925	808	648	0.00100141587281809	0.00459473165175358	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Akkermansia"	"probiotics_firstyr"	"Pro +"	0.0286272097477065	0.00874376904553415	808	304	0.00110664018521833	0.00500393822881332	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Coprococcus"	"lastDiet"	"Partially BF"	0.0186283312839458	0.00574049118330759	808	324	0.00122380635926509	0.00545467977272442	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Collinsella"	"visit_age_mo"	"visit_age_mo"	0.00501921651821193	0.00154872549396624	808	155	0.00124176712147027	0.00545677946336231	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Blautia"	"probiotics_firstyr"	"Pro +"	0.0300119395076649	0.00928768350649771	808	564	0.00128322128046246	0.00556062554867068	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"f__Erysipelotrichaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.0313058722868915	0.0097542845332261	808	589	0.00138381606085736	0.00591439193133557	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"o__Clostridiales_unclsfd"	"lastDiet"	"Formula"	0.00707623581575909	0.00229670866561095	808	157	0.00213466085957219	0.00888018917582032	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Enterobacteriaceae_unclsfd"	"case_id"	"AP Case"	0.0797340641124498	0.0258652029673657	808	785	0.00212304842405018	0.00888018917582032	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Enterococcus"	"lastDiet"	"Partially BF"	0.00963885009480263	0.00313619301514994	808	101	0.00218918681000745	0.00898718795687268	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Haemophilus"	"lastDiet"	"Partially BF"	-0.0473140418111207	0.0154987204950441	808	672	0.00234368542910742	0.00949649160885085	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Staphylococcus"	"lastDiet"	"Partially BF"	-0.0236824413044832	0.0077909430229333	808	534	0.00244624711594739	0.00978498846378956	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Anaerococcus"	"visit_age_mo"	"visit_age_mo"	-0.00552530774870768	0.0018855548997725	808	193	0.00348393288339944	0.0137593298686155	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Actinomyces"	"visit_age_mo"	"visit_age_mo"	-0.00783836815062989	0.00269057727851327	808	460	0.00367798359413661	0.0143441360171328	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Veillonella"	"lastDiet"	"Formula"	-0.0404229126329457	0.0139618736805057	808	775	0.00389362109348242	0.0149976516193397	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Enterobacteriaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	-0.0294972863921699	0.0102362720847898	808	785	0.00406371166874327	0.0154619273249744	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Enterococcus"	"lastDiet"	"Formula"	0.00827796967798288	0.00287932336907728	808	101	0.00414966586824278	0.0155987439866475	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Phascolarctobacterium"	"mode_of_delivery"	"Vaginal"	0.00395031502923108	0.00140786107302848	808	100	0.00514152748624534	0.0190971020917684	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Megasphaera"	"lastDiet"	"Formula"	-0.00939637070806085	0.0033788471958186	808	182	0.00554971315468867	0.0203707118148572	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Bifidobacteriaceae_unknwn"	"lastDiet"	"Formula"	-0.0231066053581063	0.00839933394925623	808	118	0.00607780273666243	0.0220497029516125	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Lachnospiraceae_unknwn"	"probiotics_firstyr"	"Pro +"	0.00931313644411462	0.00346701202077945	808	149	0.00737902287767854	0.0264627027337437	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__SMB53"	"mode_of_delivery"	"Vaginal"	-0.00518149168235899	0.00193537736190303	808	112	0.00757750017590191	0.0268656824418341	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Phascolarctobacterium"	"lastDiet"	"Formula"	0.00452418927578169	0.00169982879647348	808	100	0.00793665427999622	0.02782287792538	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Enterobacteriaceae_unclsfd"	"mode_of_delivery"	"Vaginal"	0.0568337070462518	0.0214067804085018	808	785	0.00809257649818659	0.0280542651937135	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Peptoniphilus"	"lastDiet"	"Formula"	0.00859364173475195	0.00324365718897518	808	153	0.00822599954013947	0.0282034269947639	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Anaerococcus"	"lastDiet"	"Formula"	0.012584153337607	0.00476095521372169	808	193	0.00837602512544524	0.028405650425423	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Oscillospira"	"lastDiet"	"Partially BF"	0.0118249430524457	0.00450166416055741	808	361	0.00878701239010152	0.0294790093087277	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"o__Clostridiales_unknwn"	"probiotics_firstyr"	"Pro +"	0.0271603352578029	0.0104255219905641	808	648	0.00935606536119959	0.0304072124238987	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"f__Lachnospiraceae_unclsfd"	"lastDiet"	"Partially BF"	0.0278957487083894	0.0106994148550905	808	492	0.00930086939887064	0.0304072124238987	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Blautia"	"case_id"	"AP Case"	-0.0243237893634777	0.00933099914806159	808	564	0.00931298503128445	0.0304072124238987	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Coprococcus"	"mode_of_delivery"	"Vaginal"	0.0112914543797551	0.00436507119789032	808	324	0.00986625460957827	0.031734757094726	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"f__Enterococcaceae_unknwn"	"lastDiet"	"Partially BF"	-0.0188906269929886	0.00758540166317817	808	578	0.0129654130780029	0.0412776416360909	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Roseburia"	"lastDiet"	"Formula"	0.015446016118162	0.00623724306491709	808	268	0.0134800394086213	0.0424825484392915	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Enterococcus"	"visit_age_mo"	"visit_age_mo"	0.00280221799926569	0.00114034307042958	808	101	0.0142114525114867	0.0443397318358387	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__.Ruminococcus."	"lastDiet"	"Partially BF"	0.0314739158975199	0.0131807876168927	808	654	0.0171816057694808	0.0525555000007649	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Finegoldia"	"lastDiet"	"Formula"	0.00840185757272446	0.00351399151283159	808	215	0.0170378426045499	0.0525555000007649	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__.Eubacterium."	"lastDiet"	"Partially BF"	0.0114398630711682	0.00483319809479606	808	425	0.0181772168396698	0.055061084019194	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Peptoniphilus"	"visit_age_mo"	"visit_age_mo"	-0.00302978088328307	0.00128463584119151	808	153	0.018593820134303	0.0557814604029089	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Lactobacillus"	"case_id"	"AP Case"	0.0219653553698033	0.00934642208857904	808	494	0.0190126524624416	0.0564947387455407	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Finegoldia"	"visit_age_mo"	"visit_age_mo"	-0.00323954622456737	0.00139170053431339	808	215	0.0201774551071689	0.059390245221101	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Varibaculum"	"lastDiet"	"Partially BF"	0.00394988514954111	0.00175921683353438	808	102	0.0250288390570302	0.0729812877176956	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Lachnospiraceae_unclsfd"	"mode_of_delivery"	"Vaginal"	-0.0181205270339954	0.00813583822827603	808	492	0.02621283225633	0.0757259598516199	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Corynebacterium"	"lastDiet"	"Formula"	-0.00457271928592525	0.00215686862154854	808	290	0.0343122149091749	0.0982147802904824	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Rothia"	"probiotics_firstyr"	"Pro +"	0.00335791473190029	0.00158977425072335	808	425	0.0349841260332098	0.098855582808831	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Dorea"	"case_id"	"AP Case"	0.0127584001257818	0.00605546588924554	808	330	0.0354401634639403	0.098855582808831	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Peptoniphilus"	"mode_of_delivery"	"Vaginal"	-0.00565884971285077	0.00268651684221446	808	153	0.0354866194698368	0.098855582808831	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Corynebacterium"	"mode_of_delivery"	"Vaginal"	-0.00370952693134461	0.00178639835859621	808	290	0.0381680631060508	0.104459962184981	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Haemophilus"	"mode_of_delivery"	"Vaginal"	-0.0245122190164438	0.0117852316599306	808	672	0.0378569104572763	0.104459962184981	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Roseburia"	"mode_of_delivery"	"Vaginal"	-0.010559525204509	0.00516591537473146	808	268	0.0412783719763542	0.111990017883674	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"f__Enterobacteriaceae_unknwn"	"probiotics_firstyr"	"Pro +"	0.0467988146200609	0.0231413580280211	808	768	0.0434829675422136	0.116954188561816	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Rothia"	"lastDiet"	"Partially BF"	-0.00346332769613827	0.00173839869161846	808	425	0.0466885184323367	0.124227621328033	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Lachnospira"	"probiotics_firstyr"	"Pro +"	0.0114632703326706	0.00576166923280155	808	231	0.046983523450987	0.124227621328033	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"f__Rikenellaceae_unclsfd"	"lastDiet"	"Formula"	0.0124915881963154	0.00630718123020716	808	222	0.0479913472758041	0.124777502917091	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Clostridium"	"lastDiet"	"Partially BF"	0.0405802255532673	0.0204579601456139	808	702	0.0476485558369037	0.124777502917091	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Parabacteroides"	"lastDiet"	"Partially BF"	0.0318522592222266	0.0161767012420068	808	576	0.0493011817319216	0.127123708267434	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Bacteroides"	"lastDiet"	"Partially BF"	0.0627496710605722	0.0322469122547008	808	800	0.0520208796529243	0.133037003702561	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Staphylococcus"	"mode_of_delivery"	"Vaginal"	-0.011385199839503	0.00592423538471768	808	534	0.0549916373357478	0.139490982510189	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Ruminococcus"	"case_id"	"AP Case"	-0.0062331409463868	0.00327389937489581	808	306	0.0572891235016173	0.144146826875037	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Parabacteroides"	"case_id"	"AP Case"	0.0281431600017216	0.0148626680795036	808	576	0.0586517083684706	0.146394664087703	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Ruminococcus"	"lastDiet"	"Partially BF"	0.00665380685079103	0.00356335025452921	808	306	0.0622327087099241	0.15394620913923	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Finegoldia"	"mode_of_delivery"	"Vaginal"	-0.00541545319760904	0.0029104177268509	808	215	0.0631574191340432	0.15394620913923	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Coprobacillus"	"probiotics_firstyr"	"Pro +"	0.0049695538451317	0.00266643407081018	808	104	0.0627296897080193	0.15394620913923	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Lactobacillus"	"visit_age_mo"	"visit_age_mo"	0.00682212183768138	0.00369888918477444	808	494	0.0655048314064741	0.158430289913333	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"f__Enterococcaceae_unknwn"	"lastDiet"	"Formula"	0.0125310119181532	0.00696411992728783	808	578	0.0723434999633567	0.173624399912056	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Streptococcus"	"probiotics_firstyr"	"Pro +"	0.0241119314939423	0.0134696835674051	808	804	0.0738239394611648	0.175824955052545	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"o__Clostridiales_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0154373294283548	0.00866870081197475	808	648	0.075328760325694	0.17671107685426	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Akkermansia"	"lastDiet"	"Partially BF"	0.01704463677604	0.0095612044676497	808	304	0.0750226214422806	0.17671107685426	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Enterobacteriaceae_unknwn"	"case_id"	"AP Case"	-0.0410746195757202	0.0232492840538101	808	768	0.07766526638631	0.180832560541259	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"f__Bifidobacteriaceae_unknwn"	"probiotics_firstyr"	"Pro +"	-0.0145060050580853	0.00836648933848005	808	118	0.0833412503944343	0.190264700362941	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Streptococcus"	"mode_of_delivery"	"Vaginal"	-0.0194369289307301	0.0111998859130016	808	804	0.0830511876140439	0.190264700362941	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Veillonella"	"lastDiet"	"Partially BF"	-0.0263495026364654	0.0152074376867368	808	775	0.0835457177875735	0.190264700362941	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Bifidobacterium"	"lastDiet"	"Partially BF"	-0.054929310540109	0.0318870298903608	808	802	0.0853496915907347	0.192124445001845	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Enterococcaceae_unknwn"	"case_id"	"AP Case"	-0.0119959789190031	0.00696923961708436	808	578	0.085593903382232	0.192124445001845	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Veillonella"	"case_id"	"AP Case"	-0.0237835448267303	0.0139721377860882	808	775	0.0891104877879753	0.198589087070345	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Bacteroides"	"probiotics_firstyr"	"Pro +"	-0.0496204379640465	0.0294899616612863	808	800	0.092845072377719	0.202571067005932	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
